"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"j***g","京享值6901","star5","货收到了。买好货上京东。买电器选美的。售后服务值得信赖。买好货上京东。买电器选美的。售后服务值得买好货上京东。买电器选美的。售后服务值得信赖买好货上京东。买电器选美的。售后服务值得信赖买好货上京东。买电器选美的。售后服务值得信赖。","2018-02-03 15:32","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:16:56.9936118"
"誰給我QQ喂了止渴糖漿","京享值5655","star5","服务态度很好?","2017-12-13 20:18","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:16:57.0226300"
"j***x","京享值1407","star5","一款很好的产品，第二款美的品牌的热水器了，使用方便，质量很好，第一次在京东购物，但是我把地址写错了，京东快递真是给力，服务贴心，态度没的说，售后棒棒哒，安装很舒心，店主更是不厌其烦的解释着我的任何问题，总之，本次购物性价比以及服务都是一流的！！！","2017-11-25 11:54","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:16:57.0506502"
"肖***1","京享值13030","star5","大品牌，值得信赖","2017-11-29 20:43","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:16:57.0796699"
"j***y","京享值2254","star5","安装师傅特别的好","2017-11-16 14:13","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:16:57.1116916"
"j***雨","京享值4629","star5","安装师傅态度没得说，就是一个字好","2018-02-01 13:48","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:16:57.1437112"
"j***y","京享值6755","star5","昨天送来的太晚了就没请假。送货师傅安装工人都非常负责人，态度也非常好。装的很满意只是现在在装修房子还没有用。美的售后没的说都非常的品社。没有架子。以后还会推荐更多的人来买机器。希望以后用着一样好。相信美的。以后还会追加评论的。","2018-01-10 08:17","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:16:57.1767330"
"y***威","京享值4103","star5","2号下单的，到13号才安装，等了很久，但是还是值得的，性价比很高，京东的服务送货上门也不错，就是遥控器感觉不是很有用，还有家里的水压不是很大，没啥冲击力啊。。。希望以后能用的不错吧。。。。也没洗几次。。。","2018-02-26 23:24","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.0075970"
"天***物","京享值3740","star5","装好了，晒一下","2018-02-13 16:34","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.0336153"
"爱吃橘子的王叔","京享值9089","star5","家电全部买的美的，热水器一次性买了两个，因为有两个厕所，开始考虑买两个80升的，后来想想两个热水器太大，用不了那么多，就买了60升的，速度很快，一直很信任京东，安装师傅两三下就安装好了，现在晒晒安装图","2018-03-06 10:42","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.0576296"
"喵***咪","PLUS会员","star5","冬天家里需要热水器，送货快服务好就属京东，下单第二天就到货了，物流小哥很负责任，服务态度也好，必须好评！随后安装师傅也来了安装好了！不错的对这次购物很满意！以后还会购买美的家的产品！","2018-02-01 10:15","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.0836494"
"p***i","PLUS会员","star5","非常好，送货快，质量保证。京东值得信赖。我家的所有家电都在京东购买，京东永远支持你。","2017-11-26 22:01","0","0","[购买17天后追评]","正品低价、品质保障、配送及时、轻松购物! 很好哦，很喜欢，赞!","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.1096643"
"z***9","京享值8073","star5","大品牌用着放心","2018-01-08 14:57","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.1406857"
"c***s","PLUS会员","star5","很好。洗的不错","2017-12-06 18:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.1837153"
"钻石会员2007","京享值12437","star4","热水器看着挺好，暂时没用安装师傅很认真，专业。就是这个配送速度和快递员的态度真的很恼火。希望以后京东能把大件物物品也加入配送范围，用第三方配送把京东给毁了","2018-02-06 20:05","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.2137345"
"J***2","PLUS会员","star5","东西很好，是正品。送货上门，免费安装，容量够用，发热迅速，京东就是好。","2017-12-25 23:47","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.2447543"
"大***8","京享值39134","star5","热水器选择了好久，因卫生间小，比较了海尔、史密斯，同型号美的的体积最小，最终选择了美的.双十一买的，京东配送挺快，安装也满意，只是没想到确实中了“奖”，买时看到功率是2100瓦，送货到的是1500瓦，京东在详情页面也说到可以换货，但包装外看不到功率，等安装的师傅打开包装，哪里好意思让他们换货再来一次，明明是补偿的功率差价，偏偏弄个“寻宝记”，周一登记好了银行卡和姓名，说让我等返款，周五了没到账，问问客服，又让我扫二维码填写一大堆的好评和图片！要等客服审批合格一个月才能给！","2017-11-24 12:58","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:00.2767760"
"l***5","京享值3075","star5","海尔和美的热水器在京东销量都很高，大品牌了质量应该都没问题，选择美的主要是看有中温保温和遥控功能，父母用50L的够用了，这款性价比很高，外观时尚，售后安装服务很好收费也算合理，热水器收费125，让装了个花洒又收了40。终于有热水可以洗澡了，本来说装太阳能的，考虑到花费和后期维护麻烦就装了这个。好几个手机还有冰箱都是京东自营买的，送货速度杠杠滴，质量棒棒滴。我喜欢！","2018-03-05 21:07","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.6835993"
"河***_","PLUS会员","star5","外观简介，质感一流，造型优美，使用方便，太喜欢了，性价比也超级好，美的的产品还是不错的，家里空调，洗衣机，热水器，电饭煲，都是美的的品牌。希望美的加上零部件制造车间腐败贪污的管理，加上工艺制造，不要和其他厂同流合污，造福百姓！","2018-02-20 18:47","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.7096157"
"j***小","PLUS会员","star5","可以很好用，外观也漂亮，不错不错。。。。","2018-01-21 16:37","0","2",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.7366347"
"掌***物","京享值269167","star5","美的热水器做的越来越好了，价格也不贵，做工很精细！安装师傅值得称赞！耗材明码标价，不乱收费，服务态度很好！相信美的的品质，相信京东的品质！会继续支持美的和京东！","2018-02-05 14:22","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.7616617"
"4***6","京享值150","star5","京东真快。还是一如既往对京东好评 很满意 今天下单 第二天就送到 而且服务人员态度非常好 只是对美的很不满意！！！送来的电热水器遥控器 竟然是坏的 电池也是没电的 不过安装师傅很好 最后给我找了一个新的遥控器和电池安装上了 希望美的送货钱请检查一下这种配件是否好坏 电池有无电 最后还是想说美的安装师傅非常的好 因为家里只需要拆卸原来的热水器 零件什么的都没有换 师傅只收了30元的拆卸让热水器的钱 真的给师傅好评！希望美的售后能给我解释一下为什么遥控器是坏的 电池也是没电的 不然我真的就要投诉了 虽然只是一件零件 但是细节绝对成败啊 ！！！","2018-01-22 22:34","0","0","[购买8天后追评]","赠品什么时候到","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.7876791"
"明***欢","PLUS会员","star5","一直很信赖美的这个品牌，家里电器基本是美的，所以这次选了这款电热水器。总体来说很不错，水热得快，容量够大，冬天一家人冲凉都不愁没热水。省电方面也很乐观，质量更是没得说，质保时间也长了，放心使用。物流也很快，能够送到农村是家里，安装也很方便，上门免费安装，只收了部分材料费。","2018-02-07 09:50","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.8196983"
"j***2","京享值2025","star5","美的产品就是不错价钱还可以，值得拥有，还，上门安装","2018-02-07 20:40","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.8487177"
"淡***柳","京享值8018","star4","1、打算买这个热水器的，首先你家要有16a的插座，不然安装人员给你挂机了没有插座也没法当场试机！他只装水，不给你管电的！2、你自己要准备花洒！买那种和混水伐一起的，就不用花两样钱！3、你家高楼的话你要确定水压够不够！4、这个热水器安装确实免费，只是免费挂机，仅此而已！5、材料费很多东西都是说除外的，说并没有什么200元封顶的说法！收了我310元材料费！询问客服客服就说自己对照！我觉得收费贵了申请售后，最终给我送京豆解决！这个热水器用着暂时没问题！有问题了还指不定要花多少钱来弄！","2018-03-04 14:07","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.8837411"
"j***0","京享值10468","star5","美的的这款热水器款式很漂亮 用着也不错 家里的大多数电器都是美的牌子的 而且都是在京东买的 赶上双十二再买个热水器 一直都觉得京东棒棒哒  美的的安装师傅也非常给力 很负责任 服务也很到位 给个赞","2017-12-17 19:15","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.9167635"
"圣***特","PLUS会员","star5","热水器选了很多品牌，最后发现美的的是性价比最高的，京东上的比其他地方便宜而且配送安装服务都很好，家人要买也给他们推荐这个真的是不错的选择了。","2018-03-08 18:51","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:03.9497871"
"溜***逛","京享值15305","star5","2018年1月8日凌晨搞活动购买的，主要还是考虑美的牌子比较大，质量信得过，维修保养比较方便。1月9日就送到货了，大件物品这送货速度已经算是挺快了。1月10日上午打电话约安装，安装师傅下午就来装了，挺顺利。安装费收了200。由于是老小区，担心电带不动，所以买了2100瓦的，后来师傅说你家电3000瓦的应该也没问题。现在有点小后悔没有买一个功率更大一点的。建议大家买的时候先考查一下家里插座功率，毕竟买大不买小。","2018-01-10 18:19","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:07.3479336"
